customer_id,name,gender,past_3_years_bike_related_purchases,DOB,age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,Age Group
1340,Crawford Dreini,Male,16,1977-11-05,47.0,Statistician I,Unknown,High Net Worth,N,No,18.0,48,45-54
1347,Leisha Signoret,Female,14,1977-12-16,47.0,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,14.0,48,45-54
1364,Selby Cabbell,Male,99,1978-04-20,46.0,Junior Executive,Manufacturing,Mass Customer,N,No,21.0,47,45-54
1387,Natalee Comport,Female,33,1977-07-11,47.0,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,4.0,48,45-54
1394,Freemon Perago,Male,50,1978-01-27,47.0,,Health,Mass Customer,N,Yes,8.0,47,45-54
1453,Ahmed ,Male,54,1977-07-30,47.0,Computer Systems Analyst I,Health,High Net Worth,N,No,13.0,48,45-54
1468,Adaline Hayles,Female,37,1978-01-10,47.0,Financial Advisor,Financial Services,Mass Customer,N,No,22.0,47,45-54
1471,Berri Farr,Female,88,1978-02-24,46.0,,Financial Services,Mass Customer,N,No,15.0,47,45-54
1479,Avrom Clougher,Male,25,1977-10-20,47.0,Help Desk Technician,Agriculture,Mass Customer,N,No,21.0,48,45-54
1507,Holmes Benkin,Male,97,1977-11-10,47.0,,Manufacturing,High Net Worth,N,Yes,22.0,48,45-54
1533,Sonia Rous,Female,59,1977-07-02,47.0,Social Worker,Health,Affluent Customer,N,Yes,8.0,48,45-54
1539,Filberte Godmer,Male,3,1977-11-17,47.0,Account Executive,Unknown,Mass Customer,N,Yes,16.0,48,45-54
1545,Carver Saturley,Male,34,1977-09-06,47.0,Associate Professor,Health,Mass Customer,N,Yes,15.0,48,45-54
1578,Andreas Bazely,Male,60,1978-04-14,46.0,,Health,High Net Worth,N,Yes,11.0,47,45-54
1579,Madelaine Siegertsz,Female,40,1978-01-27,47.0,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,17.0,47,45-54
1582,Francesco Wasson,Male,32,1978-01-14,47.0,Office Assistant III,Property,Mass Customer,N,No,4.0,47,45-54
1622,Pietrek Crowe,Male,44,1978-05-30,46.0,Senior Quality Engineer,Unknown,High Net Worth,N,No,16.0,47,45-54
1625,Caryl Clara,Male,20,1977-12-09,47.0,Information Systems Manager,Property,Mass Customer,N,Yes,10.0,48,45-54
1647,Ivory Roscam,Female,21,1977-09-09,47.0,,Financial Services,High Net Worth,N,Yes,17.0,48,45-54
1656,Constantin Rodrigues,Male,59,1977-07-22,47.0,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,7.0,48,45-54
1663,Analiese Grimsditch,Female,68,1978-01-30,47.0,VP Quality Control,Property,High Net Worth,N,Yes,9.0,47,45-54
1665,Witty Lauthian,Male,48,1977-11-18,47.0,Quality Engineer,Telecommunications,Mass Customer,N,No,11.0,48,45-54
1669,Jabez Glasspoole,Male,74,1978-03-18,46.0,VP Accounting,Financial Services,High Net Worth,N,Yes,21.0,47,45-54
1674,Rahal Woodman,Female,97,1977-10-26,47.0,Civil Engineer,Manufacturing,High Net Worth,N,No,20.0,48,45-54
1678,Dale Hursey,Female,20,1977-10-07,47.0,,Financial Services,High Net Worth,N,Yes,13.0,48,45-54
1727,Everard ,Male,43,1978-05-10,46.0,Assistant Media Planner,Entertainment,High Net Worth,N,No,6.0,47,45-54
1734,Adriana Cullerne,Female,88,1977-10-10,47.0,Community Outreach Specialist,Retail,Mass Customer,N,Yes,11.0,48,45-54
1762,Gaye Steutly,Female,49,1978-04-30,46.0,Research Assistant II,Health,Mass Customer,N,Yes,18.0,47,45-54
1795,Wally Rebbeck,Male,40,1977-09-21,47.0,Internal Auditor,Manufacturing,Affluent Customer,N,No,7.0,48,45-54
1799,Tito Brash,Male,81,1977-12-23,47.0,,Unknown,Affluent Customer,N,No,17.0,48,45-54
1827,Stormie Smyth,Female,92,1978-01-15,47.0,Sales Representative,Retail,Affluent Customer,N,Yes,18.0,47,45-54
1831,Lisle Yokel,Male,58,1977-11-13,47.0,Social Worker,Health,Mass Customer,N,No,15.0,48,45-54
1834,Otes Gottelier,Male,84,1977-06-30,47.0,Director of Sales,Financial Services,High Net Worth,N,Yes,11.0,48,45-54
1840,Sherman Gullen,Male,22,1977-11-04,47.0,Staff Scientist,Agriculture,High Net Worth,N,Yes,20.0,48,45-54
1845,Pascal Veronique,Male,34,1978-01-16,47.0,General Manager,Financial Services,Mass Customer,N,No,6.0,47,45-54
1847,Bobinette Stanaway,Female,68,1978-02-04,47.0,Executive Secretary,Manufacturing,Mass Customer,N,No,6.0,47,45-54
1850,Dare Wasling,Male,4,1978-05-16,46.0,Biostatistician II,Manufacturing,High Net Worth,N,No,7.0,47,45-54
1852,Darby Shailer,Female,22,1978-01-21,47.0,Research Associate,Manufacturing,Affluent Customer,N,No,18.0,47,45-54
1863,Adelbert Doelle,Male,10,1978-05-11,46.0,VP Product Management,Telecommunications,High Net Worth,N,No,20.0,47,45-54
1869,Neda Longfellow,Female,73,1977-10-19,47.0,Geologist IV,Financial Services,High Net Worth,N,Yes,9.0,48,45-54
1901,Vail Southernwood,Male,40,1977-08-22,47.0,Budget/Accounting Analyst I,Agriculture,Affluent Customer,N,No,8.0,48,45-54
1904,Nert Muglestone,Female,60,1978-01-25,47.0,Technical Writer,IT,High Net Worth,N,Yes,14.0,47,45-54
1928,Sully Dorling,Male,2,1977-09-24,47.0,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13.0,48,45-54
1953,Luisa McGlue,Female,23,1978-06-05,46.0,Paralegal,Financial Services,High Net Worth,N,No,12.0,47,45-54
1957,Gary Eager,Male,1,1977-09-19,47.0,Accountant IV,Property,Affluent Customer,N,No,4.0,48,45-54
1962,Paddie Grunder,Male,13,1977-11-01,47.0,Sales Representative,Retail,Mass Customer,N,Yes,22.0,48,45-54
1977,Myrtia Paschke,Female,28,1977-10-04,47.0,,Manufacturing,Mass Customer,N,Yes,5.0,48,45-54
2001,Mada Martinho,Female,21,1977-10-06,47.0,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,3.0,48,45-54
2011,Guthrie MacAne,Male,68,1978-01-22,47.0,VP Sales,Manufacturing,High Net Worth,N,Yes,12.0,47,45-54
2039,Laureen Blower,Female,38,1978-03-26,46.0,Senior Developer,IT,High Net Worth,N,Yes,7.0,47,45-54
2043,Veronike Clampett,Female,67,1977-09-05,47.0,Software Consultant,Unknown,Mass Customer,N,No,7.0,48,45-54
2053,Horatius Dufton,Male,7,1978-05-28,46.0,,Financial Services,Affluent Customer,N,Yes,11.0,47,45-54
2058,Ronna Wickersham,Female,99,1978-02-04,47.0,Database Administrator I,Agriculture,High Net Worth,N,No,7.0,47,45-54
2065,Silvio Henrichs,Male,66,1978-03-13,46.0,Technical Writer,Retail,Mass Customer,N,Yes,12.0,47,45-54
2071,Ardis Ramelet,Female,69,1978-02-07,47.0,,Unknown,Mass Customer,N,No,10.0,47,45-54
2092,Stavros Hazelby,Male,14,1977-12-22,47.0,Safety Technician IV,Manufacturing,High Net Worth,N,No,18.0,48,45-54
2100,Der Blatcher,Male,34,1978-05-30,46.0,Marketing Assistant,IT,Mass Customer,N,No,14.0,47,45-54
2124,Damien Bartczak,Male,17,1978-01-30,47.0,,Retail,High Net Worth,N,No,18.0,47,45-54
2144,Maureene Kingstne,Female,12,1978-04-11,46.0,Office Assistant IV,Property,Mass Customer,N,Yes,9.0,47,45-54
2149,Lana Druce,Female,26,1978-05-19,46.0,Professor,Unknown,High Net Worth,N,No,6.0,47,45-54
2157,Alidia Petyankin,Female,52,1978-01-30,47.0,Community Outreach Specialist,Property,Mass Customer,N,No,19.0,47,45-54
2177,Waverly Creebo,Male,35,1977-10-08,47.0,Social Worker,Health,Mass Customer,N,No,9.0,48,45-54
2202,Diannne Neissen,Female,46,1977-08-19,47.0,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,8.0,48,45-54
2230,Gertruda Shrimpling,Female,53,1977-12-22,47.0,,Unknown,Mass Customer,N,No,19.0,48,45-54
2242,Elsy Springell,Female,25,1977-09-24,47.0,VP Sales,Unknown,Mass Customer,N,Yes,21.0,48,45-54
2256,Mara Rosterne,Female,28,1978-02-26,46.0,Marketing Manager,Retail,Mass Customer,N,No,15.0,47,45-54
2257,Siward Corradino,Male,27,1977-10-13,47.0,Librarian,Entertainment,Mass Customer,N,No,15.0,48,45-54
2278,Gerri Heliet,Male,11,1977-09-25,47.0,Product Engineer,Health,Affluent Customer,N,Yes,8.0,48,45-54
2316,Vernen Bourgaize,Male,79,1978-03-21,46.0,Computer Systems Analyst IV,Financial Services,Affluent Customer,N,Yes,11.0,47,45-54
2336,Karney Labrone,Male,59,1978-01-19,47.0,Dental Hygienist,Health,Affluent Customer,N,No,17.0,47,45-54
2340,Joachim Amer,Male,33,1978-03-29,46.0,Research Assistant IV,Health,Mass Customer,N,Yes,16.0,47,45-54
2372,Jim Shoppee,Male,14,1977-09-10,47.0,Clinical Specialist,Health,Affluent Customer,N,No,10.0,48,45-54
2387,Roy Jone,Male,33,1977-08-30,47.0,Nurse,Unknown,High Net Worth,N,Yes,9.0,48,45-54
2400,Lindsay Stollsteiner,Male,73,1978-02-28,46.0,Office Assistant III,Property,Mass Customer,N,Yes,22.0,47,45-54
2401,Drake Riguard,Male,7,1977-07-31,47.0,Staff Scientist,Unknown,Mass Customer,N,Yes,15.0,48,45-54
2403,Karalee Tremlett,Female,41,1977-10-25,47.0,Technical Writer,Financial Services,Affluent Customer,N,No,12.0,48,45-54
2455,Kathe Heatlie,Female,64,1977-10-09,47.0,,Manufacturing,Mass Customer,N,No,21.0,48,45-54
2463,Krystle Jovicevic,Female,54,1978-01-30,47.0,Pharmacist,Health,Mass Customer,N,No,12.0,47,45-54
2487,Elton Piggford,Male,92,1978-01-13,47.0,Operator,IT,Affluent Customer,N,Yes,14.0,47,45-54
2498,Rosana Emmatt,Female,70,1978-02-02,47.0,Software Test Engineer III,Retail,High Net Worth,N,No,8.0,47,45-54
2545,Grayce Aumerle,Female,33,1978-04-11,46.0,Tax Accountant,Manufacturing,Mass Customer,N,Yes,16.0,47,45-54
2570,Hirsch Peele,Male,13,1977-09-10,47.0,Professor,Financial Services,Mass Customer,N,Yes,18.0,48,45-54
2582,Harv Pavey,Male,98,1977-08-10,47.0,Director of Sales,Health,Mass Customer,N,No,7.0,48,45-54
2595,Land Bangley,Male,56,1977-08-17,47.0,Nurse Practicioner,Unknown,Affluent Customer,N,Yes,8.0,48,45-54
2618,Jay Prue,Male,85,1977-12-14,47.0,Administrative Assistant IV,Unknown,Mass Customer,N,No,4.0,48,45-54
2644,Brooke Alastair,Male,72,1977-09-03,47.0,VP Sales,IT,Mass Customer,N,No,12.0,48,45-54
2654,Dawn Yakovitch,Female,83,1977-11-28,47.0,Tax Accountant,Telecommunications,Mass Customer,N,No,13.0,48,45-54
2662,Louisette Cullimore,Female,53,1977-12-21,47.0,Accountant IV,Property,Mass Customer,N,Yes,16.0,48,45-54
2689,Tore Doerr,Male,17,1978-03-23,46.0,Senior Developer,Unknown,Mass Customer,N,No,10.0,47,45-54
2699,Michal Woltering,Male,93,1978-05-25,46.0,Account Representative IV,Manufacturing,Affluent Customer,N,Yes,16.0,47,45-54
2723,Morganne Smitham,Female,71,1978-04-20,46.0,Associate Professor,Manufacturing,Mass Customer,N,Yes,18.0,47,45-54
2790,Shirleen Shelsher,Female,16,1977-12-01,47.0,Account Representative IV,Retail,High Net Worth,N,Yes,20.0,48,45-54
2796,Margette Vidyapin,Female,52,1977-11-01,47.0,Web Designer II,Manufacturing,Mass Customer,N,No,9.0,48,45-54
2819,Clyve Starmont,Male,63,1977-12-04,47.0,Executive Secretary,Manufacturing,Affluent Customer,N,No,14.0,48,45-54
2839,Jaime Dikelin,Female,12,1977-06-07,47.0,Assistant Media Planner,Entertainment,Mass Customer,N,No,10.0,48,45-54
2871,Hubie Keld,Male,49,1978-03-20,46.0,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,15.0,47,45-54
2874,Delores Ashcroft,Female,97,1977-12-28,47.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,18.0,48,45-54
2903,Avery Adamov,Male,47,1977-09-20,47.0,Operator,Manufacturing,Affluent Customer,N,Yes,9.0,48,45-54
2904,Freddi Arrington,Female,26,1977-06-30,47.0,Software Test Engineer III,Manufacturing,High Net Worth,N,Yes,11.0,48,45-54
2925,Henderson Sloey,Male,36,1978-05-02,46.0,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,19.0,47,45-54
2935,Jessi Aldwich,Female,41,1978-04-23,46.0,,Manufacturing,Mass Customer,N,No,17.0,47,45-54
2947,Standford Sauter,Male,75,1977-10-13,47.0,,Manufacturing,Mass Customer,N,No,11.0,48,45-54
2949,Alexa Simanek,Female,68,1977-09-21,47.0,,Telecommunications,Mass Customer,N,No,17.0,48,45-54
2951,Duffy Godbehere,Male,13,1977-09-25,47.0,Community Outreach Specialist,Financial Services,High Net Worth,N,No,12.0,48,45-54
2968,Lek Viel,Male,38,1977-11-25,47.0,Human Resources Assistant III,Retail,High Net Worth,N,No,16.0,48,45-54
2977,Ottilie Filkov,Female,28,1977-10-16,47.0,Community Outreach Specialist,Unknown,Affluent Customer,N,No,18.0,48,45-54
2990,Brice Martinuzzi,Male,65,1978-03-16,46.0,GIS Technical Architect,Agriculture,High Net Worth,N,No,8.0,47,45-54
3001,Gal Waleran,Male,48,1977-07-22,47.0,Engineer IV,Agriculture,Mass Customer,N,No,20.0,48,45-54
3027,Augy Rudall,Male,83,1977-10-30,47.0,Research Nurse,Health,Mass Customer,N,Yes,5.0,48,45-54
3065,Winna Brusle,Female,88,1978-01-05,47.0,Recruiter,Financial Services,High Net Worth,N,Yes,13.0,47,45-54
3085,Kaleb Eslemont,Male,91,1978-01-21,47.0,Accountant IV,Unknown,Affluent Customer,N,No,5.0,47,45-54
3097,Alessandro Casley,Male,2,1978-05-09,46.0,Actuary,Financial Services,Affluent Customer,N,Yes,19.0,47,45-54
3146,Fredrika Kleinmintz,Female,79,1978-01-28,47.0,Project Manager,Property,Mass Customer,N,No,15.0,47,45-54
3162,Deanne Delacour,Female,76,1978-02-24,46.0,Media Manager IV,Agriculture,Mass Customer,N,Yes,15.0,47,45-54
3176,Rafe Antoniak,Male,60,1977-12-04,47.0,Physical Therapy Assistant,Unknown,Affluent Customer,N,No,16.0,48,45-54
3177,Titos Scanes,Male,93,1978-05-07,46.0,Database Administrator IV,Unknown,Affluent Customer,N,No,6.0,47,45-54
3194,Hakeem Bernardinelli,Male,38,1978-03-11,46.0,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,11.0,47,45-54
3196,Teddi Adcocks,Female,11,1977-08-04,47.0,Engineer IV,Health,Mass Customer,N,No,8.0,48,45-54
3238,Sauveur Edmands,Male,23,1977-07-20,47.0,Executive Secretary,Retail,Mass Customer,N,No,14.0,48,45-54
3273,Darline Alpes,Female,72,1978-05-17,46.0,General Manager,Entertainment,Mass Customer,N,No,11.0,47,45-54
3289,Frederico Spearman,Male,43,1978-01-04,47.0,Assistant Manager,Property,Mass Customer,N,No,12.0,47,45-54
3345,Hersch Gilkes,Male,83,1977-06-23,47.0,,Financial Services,High Net Worth,N,No,12.0,48,45-54
3354,Ollie Restorick,Male,18,1978-03-27,46.0,,Manufacturing,Mass Customer,N,Yes,11.0,47,45-54
3371,Josey Alves,Female,56,1977-10-30,47.0,Analyst Programmer,Retail,Mass Customer,N,No,17.0,48,45-54
3382,Burk Walczak,Male,90,1977-12-17,47.0,Business Systems Development Analyst,Unknown,High Net Worth,N,No,10.0,48,45-54
3422,Lucine Virgin,Female,38,1978-05-06,46.0,Professor,Manufacturing,Mass Customer,N,No,5.0,47,45-54
3444,Kara-lynn Bims,Female,75,1977-12-25,47.0,Nurse Practicioner,Manufacturing,Affluent Customer,N,No,7.0,48,45-54
3447,Linell ,Female,43,1977-11-23,47.0,,Financial Services,High Net Worth,N,No,17.0,48,45-54
3458,Alejandro Shakelade,Male,35,1977-12-01,47.0,Web Developer III,Manufacturing,High Net Worth,N,Yes,19.0,48,45-54
3465,Hadria Pizer,Female,71,1978-02-01,47.0,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,7.0,47,45-54
3472,Dionysus McCarlie,Male,10,1977-06-27,47.0,VP Marketing,Retail,Affluent Customer,N,Yes,18.0,48,45-54
3487,Amalee Sanderson,Female,4,1977-12-15,47.0,Analyst Programmer,Health,High Net Worth,N,No,18.0,48,45-54
3519,Aldus Kenningley,Male,16,1978-05-21,46.0,Software Consultant,Manufacturing,Mass Customer,N,Yes,11.0,47,45-54
3538,Kerby Nassie,Male,19,1977-11-14,47.0,Marketing Manager,Health,Mass Customer,N,No,8.0,48,45-54
3554,Briggs Mower,Male,34,1978-04-06,46.0,GIS Technical Architect,IT,Mass Customer,N,Yes,16.0,47,45-54
3557,Tisha Gibbings,Female,79,1978-05-12,46.0,,Health,Affluent Customer,N,No,18.0,47,45-54
3590,Carolan Velez,Female,32,1978-04-16,46.0,,Manufacturing,Mass Customer,N,Yes,19.0,47,45-54
3596,Christi Gilluley,Female,57,1977-12-25,47.0,Executive Secretary,Retail,Mass Customer,N,No,20.0,48,45-54
3635,Elset ,Female,51,1977-07-06,47.0,VP Marketing,Retail,High Net Worth,N,No,9.0,48,45-54
3649,Jayne Gawthrope,Female,66,1977-07-12,47.0,Office Assistant II,Property,Mass Customer,N,Yes,12.0,48,45-54
3662,Pippo Cator,Male,79,1977-12-30,47.0,Community Outreach Specialist,Retail,Mass Customer,N,No,15.0,48,45-54
3669,Maynard Isaq,Male,11,1977-06-18,47.0,Design Engineer,Manufacturing,Affluent Customer,N,No,18.0,48,45-54
3695,Lem Clamp,Male,33,1978-02-27,46.0,Account Coordinator,Entertainment,Affluent Customer,N,Yes,3.0,47,45-54
3733,Shelden Rodenburg,Male,70,1977-11-01,47.0,,Unknown,Mass Customer,N,No,11.0,48,45-54
3745,Randy Duligall,Female,90,1977-12-05,47.0,Dental Hygienist,Health,Mass Customer,N,Yes,20.0,48,45-54
3756,Barry ,Male,22,1977-07-08,47.0,,Unknown,Affluent Customer,N,No,10.0,48,45-54
3805,Margaret McSperrin,Female,52,1977-08-16,47.0,Software Test Engineer II,Property,Affluent Customer,N,No,4.0,48,45-54
3812,Sophie Druhan,Female,91,1977-07-04,47.0,VP Product Management,Retail,Mass Customer,N,Yes,12.0,48,45-54
3865,Urbanus Fuxman,Male,49,1978-03-15,46.0,,Manufacturing,Mass Customer,N,Yes,11.0,47,45-54
3878,Waldon Digges,Male,99,1978-02-24,46.0,Programmer III,Unknown,Mass Customer,N,No,9.0,47,45-54
3891,Amalea Elcy,Female,61,1977-08-01,47.0,Staff Accountant II,Retail,High Net Worth,N,Yes,7.0,48,45-54
3892,Roma Finlater,Male,19,1978-01-29,47.0,Staff Scientist,Unknown,Mass Customer,N,Yes,15.0,47,45-54
3904,Arabelle Nevill,Female,15,1977-12-17,47.0,Sales Representative,Retail,Affluent Customer,N,No,7.0,48,45-54
3918,Rosalia Skedge,Female,52,1977-07-05,47.0,Junior Executive,Unknown,High Net Worth,N,No,18.0,48,45-54
3923,Shay Rayer,Male,90,1978-01-04,47.0,Product Engineer,Financial Services,High Net Worth,N,No,16.0,47,45-54
3927,Conway ,Male,29,1978-01-07,47.0,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,7.0,47,45-54
3934,Cherice Wehner,Female,38,1977-11-25,47.0,Sales Associate,Manufacturing,Mass Customer,N,Yes,16.0,48,45-54
3940,Anna Warmington,Female,9,1977-11-18,47.0,Sales Representative,Retail,Mass Customer,N,No,9.0,48,45-54
3941,Cinnamon Batram,Female,27,1978-05-03,46.0,Technical Writer,Manufacturing,Mass Customer,N,Yes,11.0,47,45-54
3962,Benoit ,Male,17,1977-10-06,47.0,Project Manager,Agriculture,High Net Worth,N,Yes,14.0,48,45-54
3967,Lillis Dobrowolski,Female,90,1978-04-18,46.0,Senior Editor,Manufacturing,Affluent Customer,N,No,7.0,47,45-54
3968,Alexandra Kroch,Female,99,1977-12-22,47.0,,Property,High Net Worth,N,No,22.0,48,45-54
3969,Randee Penchen,Female,93,1977-07-16,47.0,Accountant II,Manufacturing,Affluent Customer,N,Yes,10.0,48,45-54
26,Trixi Ginnelly,Female,12,1978-06-10,46.0,Editor,Financial Services,Mass Customer,N,Yes,16.0,47,45-54
27,Garvin Klees,Male,37,1978-09-25,46.0,Research Nurse,Health,Mass Customer,N,Yes,12.0,47,45-54
39,Hunfredo Smalley,Male,5,1979-04-16,45.0,Assistant Media Planner,Entertainment,Mass Customer,N,No,22.0,46,45-54
75,Dollie Sealy,Female,28,1978-07-15,46.0,VP Product Management,Property,Mass Customer,N,No,19.0,47,45-54
109,Cody Blabey,Male,16,1978-12-11,46.0,Marketing Assistant,Unknown,Affluent Customer,N,Yes,4.0,47,45-54
120,Sloan Wagg,Male,80,1978-09-02,46.0,Legal Assistant,Financial Services,High Net Worth,N,Yes,4.0,47,45-54
122,Colver Itter,Male,87,1979-04-19,45.0,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,12.0,46,45-54
190,Hayley Girardengo,Female,42,1979-02-04,46.0,Registered Nurse,Health,Affluent Customer,N,No,10.0,46,45-54
192,Goldi Osler,Female,2,1978-11-19,46.0,Junior Executive,Health,Mass Customer,N,Yes,8.0,47,45-54
222,Nev Larive,Male,89,1978-09-03,46.0,Clinical Specialist,Health,Mass Customer,N,No,16.0,47,45-54
268,Kacie Kidston,Female,60,1978-10-18,46.0,Chemical Engineer,Manufacturing,Mass Customer,N,No,10.0,47,45-54
332,Liza Trouel,Female,23,1978-08-19,46.0,Registered Nurse,Health,High Net Worth,N,No,14.0,47,45-54
355,Stacy Gullane,Female,97,1979-06-01,45.0,Database Administrator II,Retail,Mass Customer,N,Yes,3.0,46,45-54
383,Barclay Shalders,Male,37,1978-07-15,46.0,Nurse Practicioner,Unknown,Affluent Customer,N,No,14.0,47,45-54
392,Brandyn Morrid,Male,38,1978-06-14,46.0,Safety Technician I,Property,Mass Customer,N,No,13.0,47,45-54
407,Chryste Acum,Female,82,1979-01-12,46.0,Structural Analysis Engineer,Unknown,High Net Worth,N,Yes,15.0,46,45-54
429,Berny Bold,Female,7,1978-07-30,46.0,Community Outreach Specialist,IT,High Net Worth,N,Yes,21.0,47,45-54
446,Marilee Oosthout de Vree,Female,73,1978-07-02,46.0,Tax Accountant,IT,Affluent Customer,N,Yes,4.0,47,45-54
521,Peri Hovie,Female,29,1978-12-19,46.0,Help Desk Operator,Health,High Net Worth,N,No,16.0,47,45-54
528,Gayel Downs,Female,10,1979-06-06,45.0,Registered Nurse,Health,Mass Customer,N,No,4.0,46,45-54
552,Hilly Kleinmann,Male,66,1978-09-09,46.0,Geological Engineer,Manufacturing,High Net Worth,N,Yes,20.0,47,45-54
553,Charlean Fantone,Female,62,1979-05-12,45.0,Senior Sales Associate,Agriculture,Affluent Customer,N,Yes,7.0,46,45-54
566,Datha McPheat,Female,66,1978-12-09,46.0,Systems Administrator I,Financial Services,High Net Worth,N,Yes,9.0,47,45-54
570,Xever Baldetti,Male,14,1978-06-24,46.0,VP Product Management,Financial Services,Mass Customer,N,Yes,15.0,47,45-54
656,Marty Lebreton,Female,80,1978-11-17,46.0,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,8.0,47,45-54
681,Jobyna Elgey,Female,55,1978-09-18,46.0,VP Product Management,Manufacturing,Mass Customer,N,Yes,17.0,47,45-54
727,Lenci Duerden,Male,98,1978-10-10,46.0,Senior Editor,Manufacturing,Mass Customer,N,No,3.0,47,45-54
741,Cristionna Mapes,Female,16,1979-02-15,45.0,,Unknown,Mass Customer,N,No,11.0,46,45-54
800,Quint Popov,Male,68,1978-12-31,46.0,Account Coordinator,Manufacturing,Mass Customer,N,No,8.0,47,45-54
859,Devinne Tommeo,Female,53,1978-08-02,46.0,Geologist I,Financial Services,Affluent Customer,N,Yes,7.0,47,45-54
879,Hestia Smetoun,Female,58,1978-08-02,46.0,,Unknown,Mass Customer,N,No,12.0,47,45-54
896,Idell Belderson,Female,25,1978-06-10,46.0,VP Sales,Unknown,Mass Customer,N,No,15.0,47,45-54
907,Eamon McWhin,Male,51,1978-12-25,46.0,Sales Associate,Property,High Net Worth,N,Yes,17.0,47,45-54
925,Nicko Pembridge,Male,42,1978-08-07,46.0,Accountant IV,Manufacturing,Affluent Customer,N,No,16.0,47,45-54
953,Jasmin Brodeur,Female,16,1979-05-23,45.0,,Unknown,Mass Customer,N,No,7.0,46,45-54
966,Krystyna Linning,Female,70,1978-11-05,46.0,Speech Pathologist,Retail,High Net Worth,N,Yes,5.0,47,45-54
969,Jo Mallinar,Female,20,1978-09-19,46.0,Health Coach IV,Health,High Net Worth,N,Yes,18.0,47,45-54
1000,Paulie Castelot,Female,44,1978-08-07,46.0,Compensation Analyst,Financial Services,Mass Customer,N,No,11.0,47,45-54
1002,Pacorro De Clairmont,Male,65,1978-08-30,46.0,Business Systems Development Analyst,Unknown,Mass Customer,N,Yes,18.0,47,45-54
1017,Jacquenette Pluthero,Female,88,1979-01-09,46.0,Assistant Media Planner,Entertainment,High Net Worth,N,No,16.0,46,45-54
1032,Maribelle Werndly,Female,36,1978-07-18,46.0,Executive Secretary,Unknown,Mass Customer,N,Yes,18.0,47,45-54
1047,Standford Tanswill,Male,39,1978-09-03,46.0,VP Accounting,Financial Services,Affluent Customer,N,No,11.0,47,45-54
1211,Gunar Petasch,Male,45,1978-07-23,46.0,VP Sales,Financial Services,Affluent Customer,N,Yes,14.0,47,45-54
1233,Keeley Hawsby,Female,17,1978-07-07,46.0,,Retail,Affluent Customer,N,Yes,16.0,47,45-54
1267,Leopold Dainton,Male,39,1979-06-03,45.0,Safety Technician IV,Entertainment,Affluent Customer,N,Yes,19.0,46,45-54
1339,Mariam Guiel,Female,82,1978-12-09,46.0,Editor,IT,High Net Worth,N,No,14.0,47,45-54
1375,Archie Van den Hof,Male,36,1978-12-07,46.0,Analog Circuit Design manager,Financial Services,Affluent Customer,N,No,18.0,47,45-54
1378,Ellie Prester,Female,36,1978-06-18,46.0,,Property,Affluent Customer,N,Yes,7.0,47,45-54
1397,Dimitri Durie,Male,29,1979-01-21,46.0,Legal Assistant,Manufacturing,Mass Customer,N,Yes,14.0,46,45-54
1401,Ashien Winspare,Female,68,1978-09-30,46.0,,Financial Services,High Net Worth,N,No,10.0,47,45-54
1454,Caesar Wattam,Male,4,1979-04-07,45.0,Physical Therapy Assistant,Agriculture,Mass Customer,N,Yes,3.0,46,45-54
1457,Leonore Slixby,Female,99,1978-08-20,46.0,Speech Pathologist,Unknown,Affluent Customer,N,Yes,12.0,47,45-54
1482,Georas Niesel,Male,29,1979-04-30,45.0,Electrical Engineer,Manufacturing,Mass Customer,N,No,12.0,46,45-54
1486,Dag Landell,Male,14,1978-08-07,46.0,Geological Engineer,Manufacturing,Mass Customer,N,No,10.0,47,45-54
1487,Kaela Soppett,Female,58,1979-05-23,45.0,Web Designer IV,Unknown,Affluent Customer,N,Yes,5.0,46,45-54
1512,Chandler ,Male,89,1979-04-10,45.0,Teacher,Unknown,High Net Worth,N,No,4.0,46,45-54
1542,Sanders Fernyhough,Male,56,1978-07-27,46.0,Food Chemist,Health,Mass Customer,N,Yes,12.0,47,45-54
1602,Shamus Dennerly,Male,68,1979-01-09,46.0,Professor,Retail,Mass Customer,N,No,15.0,46,45-54
1617,Jannelle Ort,Female,97,1978-07-06,46.0,Compensation Analyst,Financial Services,Affluent Customer,N,No,10.0,47,45-54
1626,Fanchon Fist,Female,82,1979-04-19,45.0,VP Accounting,Financial Services,Mass Customer,N,No,14.0,46,45-54
